game_id,HomeTeam,AwayTeam,Winner,Home_xG,Away_xG,Home_shots,Away_shots,Home_corner,Away_corner,Home_PK_Goal,Away_PK_Goal,Home_PK_shots,Away_PK_shots,Home_ToP,Home_Con,Away_Con,Home_Dif_TZ,Away_Dif_TZ,Home_GS_percentage,Away_GS_percentage
Group3_Game6,DES,WIC,,1.6661764705882351,0.9620588235294116,14.029411764705882,10.205882352941178,5.6764705882352935,4.764705882352942,0.08823529411764705,0.0,0.1764705882352941,0.08823529411764705,0.4988235294117647,,,,,0.12846441947565543,0.1594668809858683
Group4_Game1,PRO,CHM,,1.5464705882352943,0.9758823529411765,16.029411764705884,11.588235294117649,4.882352941176471,4.235294117647059,0.029411764705882353,0.029411764705882353,0.23529411764705882,0.08823529411764706,0.48764705882352943,,,,,0.10279304029304029,0.12991738533654468
Group4_Game2,OAK,ALB,,1.5708823529411768,1.116470588235294,15.352941176470587,11.970588235294118,4.794117647058823,4.529411764705882,0.029411764705882353,0.0,0.38235294117647056,0.0,0.5173529411764707,,,,,0.13016082837629434,0.1589186825998251
Group4_Game3,ALB,PRO,,1.4391176470588234,1.0967647058823529,14.176470588235293,11.323529411764707,5.5,3.5294117647058822,0.08823529411764706,0.029411764705882353,0.32352941176470584,0.17647058823529413,0.5141176470588236,,,,,0.09812675070028012,0.16172086720867207
Group4_Game4,OAK,CHM,,1.5844117647058826,0.9302941176470588,15.529411764705882,10.911764705882353,5.5,4.794117647058824,0.029411764705882353,0.029411764705882353,0.2647058823529412,0.08823529411764706,0.49382352941176477,,,,,0.10303813833225597,0.15873154284385538
Group4_Game5,PRO,OAK,,1.3576470588235294,0.9926470588235295,14.911764705882353,11.911764705882353,4.588235294117647,3.7941176470588234,0.029411764705882353,0.0,0.29411764705882354,0.029411764705882353,0.5208823529411765,,,,,0.09654255319148936,0.12088972492304685
Group4_Game6,CHM,ALB,,1.5279411764705884,1.2252941176470586,16.11764705882353,11.823529411764707,4.5,4.323529411764706,0.0,0.0,0.38235294117647056,0.08823529411764706,0.5402941176470589,,,,,0.09410612179615338,0.12040571899094243
Group5_Game1,LAR,FOR,,1.8276470588235294,0.9511764705882355,16.529411764705884,10.0,5.205882352941177,4.088235294117647,0.11764705882352941,0.029411764705882353,0.35294117647058826,0.029411764705882353,0.5000000000000001,,,,,0.09572768762677486,0.13587182688306285
Group5_Game2,SAS,MOB,,1.6735294117647057,0.8208823529411764,16.61764705882353,10.176470588235293,4.970588235294118,4.147058823529412,0.058823529411764705,0.0,0.23529411764705882,0.058823529411764705,0.5044117647058823,,,,,0.08336686197098098,0.10989708634055066
Group5_Game3,MOB,LAR,,1.321470588235294,1.0670588235294116,13.147058823529413,9.617647058823529,4.382352941176471,4.764705882352941,0.029411764705882353,0.0,0.2647058823529412,0.08823529411764705,0.5129411764705883,,,,,0.10781976156799353,0.18157420614068015
Group5_Game4,SAS,FOR,,1.7655882352941177,0.9108823529411766,16.352941176470587,9.882352941176471,5.294117647058823,4.088235294117647,0.058823529411764705,0.0,0.3235294117647059,0.029411764705882353,0.49558823529411766,,,,,0.09668135856883589,0.12292464878671777
Group5_Game5,LAR,SAS,,1.5852941176470587,0.9773529411764708,15.882352941176471,11.5,5.147058823529412,3.764705882352941,0.08823529411764706,0.058823529411764705,0.3235294117647059,0.14705882352941177,0.5182352941176471,,,,,0.10011523266022826,0.13691512370100756
Group5_Game6,FOR,MOB,,1.8835294117647057,0.9614705882352942,16.058823529411764,11.529411764705882,4.9411764705882355,4.352941176470589,0.029411764705882353,0.0,0.11764705882352941,0.029411764705882353,0.5423529411764707,,,,,0.1008625242034853,0.1337737843551797
Group6_Game1,JAC,BAK,,1.7491176470588234,0.9708823529411764,16.0,9.911764705882351,5.470588235294118,3.882352941176471,0.029411764705882353,0.0,0.20588235294117646,0.11764705882352941,0.5629411764705883,,,,,0.11042613021847286,0.14269350063442832
Group6_Game2,REN,MAN,,1.4514705882352943,0.8197058823529411,15.558823529411764,10.5,4.970588235294118,3.764705882352941,0.029411764705882353,0.029411764705882353,0.3529411764705882,0.1764705882352941,0.5385294117647059,,,,,0.09445492752380136,0.11224105461393596
Group6_Game3,MAN,JAC,,1.4897058823529412,1.055294117647059,15.294117647058822,11.205882352941178,5.617647058823529,4.794117647058823,0.029411764705882353,0.0,0.17647058823529413,0.08823529411764706,0.49441176470588233,,,,,0.09296296296296296,0.13717181787969424
Group6_Game4,REN,BAK,,1.578235294117647,0.84,15.823529411764707,10.294117647058822,5.911764705882353,4.205882352941177,0.058823529411764705,0.029411764705882353,0.29411764705882354,0.1764705882352941,0.5558823529411765,,,,,0.0946177674521518,0.1342705986087979
Group6_Game5,JAC,REN,,1.7391176470588237,1.071764705882353,15.647058823529413,10.794117647058822,5.323529411764706,3.764705882352941,0.0,0.0,0.20588235294117646,0.08823529411764705,0.5308823529411764,,,,,0.10326209859791949,0.14518502943650127
Group6_Game6,BAK,MAN,,1.4776470588235293,0.9385294117647058,16.205882352941178,11.5,5.264705882352941,4.029411764705882,0.029411764705882353,0.0,0.23529411764705882,0.08823529411764705,0.5008823529411764,,,,,0.09281531887956955,0.09894681411269089
Group7_Game1,AUG,EUG,,1.8276470588235292,0.8979411764705881,15.588235294117649,9.852941176470587,5.617647058823529,4.1764705882352935,0.14705882352941177,0.0,0.38235294117647056,0.14705882352941177,0.5761764705882353,,,,,0.12055434488455895,0.14625668449197862
Group7_Game2,BOI,SJU,,1.8261764705882353,0.7152941176470589,15.088235294117649,10.647058823529413,6.264705882352941,4.705882352941177,0.058823529411764705,0.0,0.3529411764705882,0.058823529411764705,0.5273529411764706,,,,,0.11339104495971461,0.09360207665292411
Group7_Game3,SJU,AUG,,1.5911764705882354,1.119705882352941,12.794117647058822,11.529411764705882,4.794117647058823,4.205882352941177,0.029411764705882353,0.058823529411764705,0.14705882352941177,0.20588235294117646,0.4767647058823529,,,,,0.11041039555687455,0.14304684041971516
Group7_Game4,BOI,EUG,,1.8141176470588234,0.8126470588235294,16.029411764705884,10.441176470588236,6.0,4.588235294117647,0.11764705882352941,0.0,0.38235294117647056,0.029411764705882353,0.54,,,,,0.0906116777292105,0.12758346581875996
Group7_Game5,AUG,BOI,,1.7273529411764705,1.0244117647058824,15.588235294117649,10.852941176470587,6.352941176470588,3.764705882352941,0.058823529411764705,0.0,0.2647058823529412,0.20588235294117646,0.5632352941176471,,,,,0.1282171801336011,0.14870766488413548
Group7_Game6,EUG,SJU,,1.525294117647059,0.9400000000000001,14.147058823529413,10.852941176470589,6.029411764705882,4.5,0.029411764705882353,0.0,0.32352941176470584,0.08823529411764705,0.4908823529411765,,,,,0.12007000762459277,0.10986052259887004
